geo
279;13.21;25.57
280;12.06;18.72
281;21.16;156.94
282;31.91;115.68
283;72.03;155.05
284;71.95;35.45
285;52.99;152.64
286;41.84;74.3
287;33.67;36.22
288;54.73;107.77
289;84.1;76.72
290;56.57;77.74
291;68.93;82.89
292;72.28;76.26
293;66.57;125.17
294;39.4;70.92
295;67.89;115.82
296;36.29;58.06
297;11.86;28.74
298;61.97;120.46
299;68.43;103.08
300;17.06;144.36
301;71.43;110.75
302;88.54;178.79
303;62.14;24.43
304;74.26;61.18
305;57.21;118.84
306;76.48;22.5
307;30.18;11.61
308;43.46;103.25
309;42.99;28.15
310;35.8;138.52
311;49.11;19.17
312;81.19;12.93
313;55.17;167.72
314;60.04;44.21
315;21.41;175.38
316;30.24;43.67
317;89.86;97.84
318;41.13;128.39
319;68.34;169.69
320;40.4;69.29
321;23.83;155.13
322;59.28;14.95
323;61.93;175.56
324;37.76;88.95
325;22.13;80.34
326;34.18;179.47
327;71.54;50.41
328;12.95;176.02
329;42.01;124.23
330;84.99;1.82
331;20.13;18.11
332;77.08;104.38
333;60.28;43.09
334;79.05;98.3
335;40.87;32.83
336;84.31;52.4
337;47.43;17.05
338;28.22;90.05
339;60.87;38.41
340;4.11;44.35
341;59.44;156.3
342;34.64;38.92
343;43.39;20.23
344;6.59;98.85
345;44.27;165.17
346;86.02;173.56
347;56.12;108.59
348;75.94;75.61
349;76.58;44.03
350;64.86;72.23
351;37.37;86.19
352;58.57;21.68
353;28.12;28.32
354;57.46;175.34
355;88.38;33.8
356;86.23;25.07
357;13.14;9.27
358;13.63;88.16
359;89.9;105.63
360;65.96;22.67
361;76.08;130.44
362;62.65;126.11
363;11.52;49.41
364;65.18;96.25
365;34.42;50.12
366;34.19;81.91
367;16.76;22.65
368;58.45;118.91
369;15.07;71.54
370;65.42;8.69
371;49.3;140.33
372;0.42;163.26
373;42.63;109.6
374;16.66;158.6
375;63.77;167.22
376;82.2;118.27
377;45.76;116.87
378;88.29;144.57
379;76.83;154.05
380;49.67;178.05
381;12.2;172.56
382;19.79;110.71
383;75.66;98.95
384;80.92;64.37
385;49.68;53.65
386;44.35;46.34
387;58.57;38.44
388;70.65;106.87
389;48.64;174.52
390;79.0;168.79
391;24.13;34.77
392;16.93;60.85
393;72.71;24.22
394;16.16;157.68
395;11.93;4.38
396;38.76;146.97
397;44.43;26.05
398;69.11;57.28
399;51.8;155.82
400;72.71;29.8
401;58.22;149.52
402;31.34;98.78
403;19.17;33.71
404;72.74;89.81
405;3.7;100.13
406;39.92;171.85
407;38.6;142.39
408;73.67;72.09
409;29.3;78.1
410;38.88;31.3
411;78.33;54.37
412;20.81;82.02
413;49.71;124.48
414;89.55;178.61
415;2.26;58.57
416;55.31;10.6
417;86.69;62.49
418;5.68;15.12
419;54.58;99.6
420;43.48;93.86
421;11.9;8.4
422;17.2;120.72
423;62.14;127.11
424;52.66;133.39
425;11.46;170.53
426;79.61;29.21
427;66.37;161.58
428;75.68;68.52
429;69.4;115.37
430;88.49;61.61
431;65.76;3.57
432;1.73;104.1
433;1.74;21.6
434;43.49;121.01
435;8.73;127.23
436;49.87;44.26
437;60.2;138.08
438;74.53;109.97
439;83.95;60.06
440;74.79;130.2
441;54.95;128.21
442;41.09;75.04
443;44.16;74.61
444;55.9;29.68
445;76.5;21.66
446;32.24;150.82
447;72.52;113.13
448;87.74;71.97
449;5.92;70.07
450;63.34;2.65
451;33.94;75.91
452;24.69;86.24
453;61.38;93.53
454;89.27;115.71
455;81.34;9.96
456;45.9;80.62
457;59.61;29.03
458;35.65;42.31
459;76.57;92.16
460;16.48;79.8
461;48.46;173.13
462;34.39;112.71
463;38.73;107.42
464;87.02;58.63
465;77.38;14.49
466;86.05;148.53
467;6.12;164.93
468;43.01;80.27
469;64.31;119.2
470;12.11;71.77
471;56.67;120.94
472;20.64;0.7
473;26.21;158.53
474;34.16;78.35
475;23.12;125.2
476;39.73;42.05
477;21.05;24.69
478;64.8;169.17
479;32.53;76.89
480;54.85;151.71
481;6.88;167.61
482;77.9;10.05
483;66.59;36.28
484;16.5;30.52
485;58.13;106.88
486;68.41;87.09
487;79.73;116.16
488;73.41;123.76
489;73.32;103.33
490;63.42;30.36
491;89.62;148.15
492;75.51;144.26
493;73.19;41.6
494;83.99;102.22
495;27.94;80.64
496;56.58;60.39
497;38.39;142.45
498;61.44;88.17
499;31.1;126.82
500;44.75;59.12
501;28.36;89.55
502;53.85;13.35
503;51.73;177.24
504;63.4;20.34
505;40.86;79.92
506;63.19;150.49
507;6.28;32.9
508;85.75;81.05
509;43.83;53.56
510;23.47;104.42
511;12.87;35.56
512;77.66;67.37
513;46.27;40.93
514;61.24;142.93
515;61.27;37.43
516;45.97;155.94
517;81.56;80.93
518;21.71;66.86
519;32.23;105.85
520;68.29;154.53
521;70.97;62.24
522;74.72;107.11
523;49.94;115.8
524;33.13;166.02
525;31.31;126.16
526;69.55;169.48
527;26.9;141.99
528;45.67;12.86
529;22.67;5.1
530;23.45;5.0
531;46.15;90.52
532;52.99;14.36
533;38.52;43.89
534;3.31;50.01
535;24.89;160.51
536;44.95;144.11
537;53.95;145.01
538;54.95;151.91
539;76.27;16.55
540;27.43;66.0
541;8.73;17.65
542;82.15;169.45
543;16.96;29.14
544;23.39;179.54
545;4.86;48.66
546;39.7;128.9
547;5.21;141.98
548;15.0;138.54
549;52.8;47.22
550;26.22;175.98
551;2.25;25.65
552;21.24;38.52
553;25.84;38.08
554;19.96;89.38
555;28.53;111.14
556;85.98;160.87
557;84.59;128.41
558;35.35;113.7
559;82.3;106.85
560;68.62;151.58
561;58.02;19.56
562;72.96;14.08
563;29.12;101.75
564;43.25;177.95
565;11.02;87.64
566;33.36;42.67
567;34.47;148.18
568;56.12;111.65
569;16.19;158.77
570;32.74;157.06
571;76.12;89.37
572;5.53;166.19
573;16.19;78.79
574;47.4;79.69
575;2.43;55.2
576;53.54;51.69
577;66.45;16.69
578;14.05;32.12
579;51.84;15.36
580;88.52;32.85
581;82.45;136.71
582;29.19;64.47
583;6.23;121.65
584;32.89;22.38
585;72.96;4.75
586;12.3;12.77
587;50.75;53.57
588;82.39;31.04
589;49.22;15.75
590;8.05;167.17
591;74.02;25.63
592;63.41;69.72
593;24.4;129.91
594;20.72;153.3
595;33.23;148.99
596;11.48;22.9
597;50.47;2.97
598;14.22;63.49
599;13.2;88.18
600;2.56;174.35
601;85.4;19.26
602;89.83;96.2
603;0.84;159.12
604;43.33;53.58
605;9.61;42.4
606;53.69;138.51
607;49.88;72.99
608;33.76;112.93
609;61.25;49.69
610;65.1;89.55
611;60.5;29.7
612;48.4;122.69
613;79.32;117.18
614;76.55;140.33
615;14.47;134.49
616;54.63;134.41
617;69.77;91.65
618;14.41;153.84
619;1.91;99.37
620;55.19;132.19
621;82.61;116.72
622;7.53;65.85
623;74.87;2.97
624;35.79;168.81
625;82.25;11.73
626;23.84;14.35
627;43.25;125.8
628;20.91;172.57
629;38.46;113.2
630;24.49;86.33
631;80.44;71.55
632;67.79;111.13
633;40.18;32.15
634;61.99;130.37
635;22.27;53.03
636;42.81;10.09
637;76.2;98.36
638;13.47;53.91
639;84.0;35.72
640;11.46;167.68
641;75.32;165.71
642;60.38;178.15
643;0.54;53.91
644;72.21;17.23
645;47.22;73.53
646;20.85;18.45
647;82.31;178.23
648;17.43;44.54
649;78.04;0.72
650;20.13;52.68
651;65.32;66.54
652;33.34;15.45
653;86.28;27.81
654;1.7;156.66
655;20.78;175.0
656;51.02;140.48
657;2.46;131.52
658;87.1;135.98
659;21.2;132.25
660;58.23;102.66
661;82.56;28.56
662;24.11;129.77
663;45.91;80.59
664;89.23;119.43
665;75.86;150.33
666;0.07;67.68
667;50.51;59.96
668;30.77;64.82
669;48.01;77.05
670;29.61;156.6
671;46.89;42.92
672;1.76;3.71
673;57.93;8.98
674;0.5;63.93
675;86.05;171.13
676;62.5;79.81
677;14.26;38.69
678;63.62;18.11
679;19.61;125.95
680;19.72;167.01
681;40.77;113.0
682;41.64;34.19
683;7.44;41.24
684;62.11;41.9
685;15.77;116.19
686;11.5;117.89
687;25.82;127.11
688;67.85;13.84
689;73.57;9.11
690;11.03;65.44
691;23.59;154.52
692;63.6;67.98
693;11.48;39.8
694;34.43;92.63
695;2.57;159.93
696;77.3;59.04
697;8.33;15.14
698;13.98;53.6
699;8.7;10.82
700;52.62;146.83
701;28.24;147.8
702;15.9;138.79
703;82.14;40.78
704;18.68;117.86
705;79.28;175.83
706;14.99;146.86
707;53.75;142.99
708;5.65;166.16
709;10.47;85.41
710;29.17;77.27
711;44.93;125.71
712;23.78;98.97
713;75.4;12.06
714;27.43;79.51
715;45.11;55.75
716;87.65;160.15
717;46.46;1.98
718;75.3;76.67
719;24.2;92.49
720;38.27;137.05
721;24.26;15.12
722;79.78;93.99
723;85.71;100.33
724;10.38;135.01
725;62.56;166.02
726;3.71;112.24
727;70.47;15.23
728;15.88;70.67
729;64.19;41.13
730;85.56;57.1
731;42.77;34.79
732;30.92;154.62
733;63.82;44.86
734;77.35;22.17
735;49.29;172.02
736;12.32;122.16
737;36.32;133.97
738;1.72;136.4
739;36.16;114.12
740;48.05;168.34
741;28.1;6.26
742;89.52;59.89
743;34.75;147.16
744;39.3;4.42
745;76.72;119.33
746;18.96;10.44
747;89.53;33.08
748;25.44;96.09
749;57.2;64.28
750;18.69;106.78
751;4.37;161.43
752;4.17;64.22
753;35.41;39.45
754;24.33;20.02
755;25.19;158.56
756;64.63;16.13
757;68.94;175.21
758;70.5;99.03
759;36.62;124.43
760;82.33;74.66
761;26.77;163.53
762;10.76;57.65
763;56.28;38.19
764;55.05;164.27
765;11.04;145.57
766;51.47;92.99
767;76.84;79.76
768;28.89;163.34
769;55.32;10.19
770;76.74;170.83
771;3.93;130.84
772;22.53;173.29
773;32.31;139.01
774;79.3;28.61
775;66.29;40.13
776;47.77;70.8
777;26.34;32.84
778;82.04;117.99
779;84.55;148.92
780;59.34;52.27
781;11.85;156.99
782;71.62;71.56
783;18.14;174.13
784;18.17;153.71
785;60.1;133.34
786;76.03;141.81
787;16.55;112.01
788;44.11;140.35
789;58.38;98.89
790;24.91;157.82
791;34.04;1.93
792;24.38;94.93
793;20.92;37.3
794;77.54;106.47
795;22.48;69.82
796;2.81;95.8
797;32.14;12.7
798;25.5;102.98
799;56.92;119.82
800;20.45;19.18
801;11.57;23.8
802;33.92;145.49
803;8.31;143.82
804;32.46;45.85
805;8.18;67.06
806;37.86;46.61
807;25.26;21.9
808;8.49;35.13
809;81.5;6.1
810;13.55;137.16
811;34.35;95.5
812;6.34;85.1
813;29.85;144.21
814;57.52;65.42
815;85.13;177.45
816;63.86;166.89
817;49.61;176.76
818;75.68;96.05
819;55.82;127.65
820;34.41;13.72
821;36.6;16.05
822;50.86;106.63
823;7.94;92.26
824;55.99;172.94
825;4.13;44.66
826;51.5;141.94
827;78.96;118.48
828;0.61;80.59
829;47.55;75.39
830;8.23;1.32
831;31.43;123.89
832;29.75;108.9
833;81.53;56.36
834;58.73;73.12
835;58.81;116.2
836;65.05;20.64
837;74.21;137.53
838;67.61;10.74
839;84.19;8.46
840;72.44;171.84
841;53.68;166.15
842;69.01;12.38
843;37.97;160.01
844;26.99;41.62
845;38.05;66.66
846;88.61;8.61
847;88.22;40.78
848;49.92;152.3
849;19.08;121.11
850;89.24;83.52
851;28.25;34.65
852;5.29;95.43
853;43.06;41.71
854;81.18;3.54
855;75.06;96.76
856;52.24;120.6
857;17.16;118.64
858;52.86;60.12
859;74.24;18.67
860;12.14;48.51
861;9.51;142.02
862;14.88;152.69
863;32.64;176.53
864;78.16;48.95
865;85.34;101.66
866;87.68;63.92
867;12.57;98.77
868;64.32;113.81
869;60.04;82.46
870;66.32;67.03
871;27.79;91.56
872;18.6;0.73
873;41.18;111.02
874;69.28;144.78
875;34.87;168.13
876;60.1;8.9
877;32.92;146.05
878;76.53;100.96
879;15.08;58.62
880;60.52;174.27
881;65.2;57.23
882;41.69;3.01
883;85.82;90.26
884;58.1;54.74
885;55.39;37.41
886;45.14;175.54
887;30.72;92.34
888;1.52;89.93
889;23.65;173.64
890;87.27;162.59
891;87.35;40.8
892;70.21;118.88
893;16.77;127.52
894;70.02;71.62
895;68.87;138.73
896;40.74;170.75
897;14.97;44.13
898;29.15;111.25
899;81.33;80.61
900;59.3;36.22
901;4.18;31.8
902;64.56;173.55
903;58.81;52.71
904;31.99;99.43
905;74.71;77.49
906;51.13;127.26
907;43.32;153.36
908;78.62;130.43
909;37.47;151.63
910;16.62;37.19
911;59.82;166.93
912;3.82;110.87
913;54.68;79.85
914;55.04;145.19
915;29.85;150.59
916;7.93;170.8
917;75.03;18.26
918;76.27;42.96
919;28.14;166.67
920;15.83;80.8
921;75.48;153.46
922;75.39;167.86
923;86.2;87.41
924;82.74;158.84
925;37.12;6.05
926;26.37;5.35
927;88.69;44.85
928;49.91;46.62
929;3.4;9.95
930;21.83;44.36
931;81.06;136.77
932;88.16;146.36
933;24.12;99.64
934;70.02;128.25
935;52.41;62.69
936;67.62;91.78
937;83.11;91.38
938;53.04;111.25
939;22.44;54.47
940;75.44;84.22
941;53.23;145.13
942;41.81;70.63
943;59.52;69.99
944;70.07;137.2
945;70.78;125.81
946;41.5;115.37
947;7.93;145.56
948;19.97;115.7
949;84.27;4.41
950;8.78;34.82
951;45.54;31.01
952;49.86;107.01
953;21.38;45.56
954;8.5;70.52
955;24.55;134.18
956;72.39;103.5
957;38.7;179.02
958;45.8;111.73
959;89.72;119.97
960;2.81;77.13
961;64.44;46.26
962;42.27;19.02
963;73.45;110.44
964;50.18;70.42
965;57.91;25.47
966;72.29;18.99
967;81.51;140.01
968;35.07;140.31
969;61.4;44.88
970;30.4;14.06
971;72.52;101.79
972;44.25;29.83
973;67.26;5.67
974;7.7;106.91
975;7.81;32.09
976;49.83;172.56
977;49.98;51.46
978;6.53;29.6
979;25.42;138.05
980;56.41;138.73
981;63.49;133.09
982;26.25;160.99
983;57.34;157.99
984;12.58;98.23
985;67.67;52.88
986;62.5;140.37
987;75.37;58.68
988;14.36;59.29
989;12.75;139.71
990;23.59;162.09
991;10.61;117.54
992;52.76;78.63
993;70.25;25.15
994;60.14;122.96
995;76.21;15.76
996;8.62;130.06
997;54.96;49.3
998;55.03;162.47
999;31.23;16.45
1000;15.67;156.73
